City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Yenagoa,NG,4.9247,6.2642,77.13,91,100,3.71,moderate rain
349,Atotonilco El Grande,MX,20.2833,-98.6667,81.72,21,75,8.81,broken clouds
350,Hailun,CN,47.45,126.9333,54.75,60,71,6.89,broken clouds
351,Makakilo City,US,21.3469,-158.0858,78.01,85,100,9.22,overcast clouds
352,Langham,CA,52.3668,-106.9679,46.24,92,99,24.36,overcast clouds
353,Salamanca,ES,40.8333,-6.0,80.38,37,97,7.74,overcast clouds
354,Nagorsk,RU,59.3172,50.8078,35.56,87,95,3.42,overcast clouds
355,Bangangte,CM,5.1409,10.5198,63.64,97,100,2.33,overcast clouds
356,Bairiki,KI,1.3292,172.9752,78.8,83,40,8.05,scattered clouds
357,Slave Lake,CA,55.2834,-114.769,42.78,93,100,9.22,overcast clouds
358,Inawashiro,JP,37.5667,140.1167,51.08,74,100,3.06,overcast clouds
359,Kaa-Khem,RU,51.6833,94.7333,65.89,26,12,5.86,few clouds
360,Boende,CD,-0.2167,20.8667,79.72,71,96,1.41,overcast clouds
361,Santa Rosa,PH,14.3122,121.1114,78.78,92,95,0.85,overcast clouds
362,Nuuk,GL,64.1835,-51.7216,36.88,58,8,11.01,clear sky
363,San Cristobal,VE,7.7669,-72.225,78.98,53,100,8.7,overcast clouds
364,Rawson,AR,-43.3002,-65.1023,57.92,36,47,2.06,scattered clouds
365,Zyryanka,RU,65.75,150.85,43.39,55,81,3.62,broken clouds
366,Suhbaatar,MN,50.2314,106.2078,65.23,34,87,1.45,overcast clouds
367,Nouakchott,MR,18.0858,-15.9785,78.73,59,75,21.9,broken clouds
368,Salinas,US,36.6777,-121.6555,81.57,59,0,9.22,clear sky
369,Karasjok,NO,69.4719,25.5112,33.44,90,83,2.89,broken clouds
370,Lorengau,PG,-2.0226,147.2712,81.28,79,29,2.98,scattered clouds
371,Baruun-Urt,MN,46.6806,113.2792,60.87,26,6,8.16,clear sky
372,Amarillo,US,35.222,-101.8313,94.03,24,0,5.01,clear sky
373,Shadegan,IR,30.6497,48.6647,93.15,10,1,11.43,clear sky
374,Guamuchil,MX,25.4667,-108.1,85.75,23,58,8.16,broken clouds
375,Shellbrook,CA,53.2168,-106.4011,36.63,98,100,21.94,light rain
376,Evanston,US,42.0411,-87.6901,83.1,59,94,5.01,overcast clouds
377,Eureka,US,40.8021,-124.1637,62.67,75,81,11.99,broken clouds
378,Resistencia,AR,-27.4606,-58.9839,67.08,55,75,6.91,broken clouds
379,Yashan,CN,22.1975,109.9419,71.55,95,45,1.92,scattered clouds
380,Acapulco,MX,16.8634,-99.8901,87.6,47,7,11.39,clear sky
381,Omaruru,NA,-21.4333,15.9333,58.26,66,1,6.76,clear sky
382,Mrakovo,RU,52.7161,56.6244,48.24,94,95,8.1,overcast clouds
383,Mount Isa,AU,-20.7333,139.5,67.77,60,18,9.22,few clouds
384,Chake Chake,TZ,-5.2459,39.7666,75.83,82,100,7.76,overcast clouds
385,Mulanje,MW,-16.0316,35.5,66.13,74,20,3.51,few clouds
386,Olinda,BR,-8.0089,-34.8553,87.53,62,40,10.36,scattered clouds
387,Terrace,CA,54.5163,-128.6035,46.31,87,100,3.44,overcast clouds
388,Salym,RU,60.0625,71.4789,45.88,94,48,7.43,scattered clouds
389,Lagoa,PT,39.05,-27.9833,59.79,79,2,12.62,clear sky
390,Harper,LR,4.375,-7.7169,81.01,80,91,9.53,overcast clouds
391,Quesnel,CA,52.9999,-122.5029,48.7,76,40,11.5,scattered clouds
392,Misratah,LY,32.3754,15.0925,70.75,74,0,12.35,clear sky
393,Bilibino,RU,68.0546,166.4372,34.99,99,100,2.21,overcast clouds
394,Batemans Bay,AU,-35.7167,150.1833,51.1,77,49,5.46,scattered clouds
395,Winnemucca,US,40.973,-117.7357,61.86,25,64,22.55,broken clouds
396,Ilam,NP,26.9167,87.9167,64.31,84,27,1.34,scattered clouds
397,Paamiut,GL,61.994,-49.6678,35.51,85,71,1.61,broken clouds
398,Benevento,IT,41.2179,14.7464,67.75,59,0,5.84,clear sky
399,Potenza,IT,40.6443,15.8086,53.26,59,0,3.62,clear sky
400,Port Blair,IN,11.6667,92.75,75.24,94,100,8.05,thunderstorm with rain
401,Jiayuguan,CN,39.8167,98.3,62.44,30,27,2.1,scattered clouds
402,Kashi,CN,39.4547,75.9797,72.61,30,96,6.71,overcast clouds
403,Praia,CV,14.9215,-23.5087,84.74,45,0,21.85,clear sky
404,Biggar,GB,55.6167,-3.5167,61.29,73,37,12.53,scattered clouds
405,Marzuq,YE,14.4,46.4667,79.36,24,19,5.48,few clouds
406,Aklavik,CA,68.2191,-135.0107,32.0,80,100,2.3,overcast clouds
407,High Rock,BS,26.6208,-78.2833,82.42,69,11,4.27,few clouds
408,San Ignacio,BZ,17.1561,-89.0714,91.54,49,0,4.61,clear sky
409,Skjervoy,NO,70.0311,20.9714,41.0,77,88,8.84,overcast clouds
410,Areosa,PT,41.7178,-8.8571,63.63,72,99,12.19,overcast clouds
411,Fairbanks,US,64.8378,-147.7164,56.48,51,20,2.3,few clouds
412,Brae,GB,60.3964,-1.353,53.92,68,11,13.02,few clouds
413,Qaqortoq,GL,60.7167,-46.0333,39.36,65,15,7.74,few clouds
414,Maniitsoq,GL,65.4167,-52.9,39.38,60,7,8.19,clear sky
415,Peniche,PT,39.3558,-9.3811,71.08,70,89,16.33,overcast clouds
416,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,85,47,18.14,scattered clouds
417,Ayolas,PY,-27.4,-56.9,62.28,56,52,1.97,broken clouds
418,Cascais,PT,38.6979,-9.4215,76.35,58,0,12.66,clear sky
419,Guerrero Negro,MX,27.9769,-114.0611,66.88,58,38,10.63,scattered clouds
420,Naze,JP,28.3667,129.4833,68.67,83,100,11.74,light rain
421,Aksum,ET,14.1245,38.7244,70.97,17,9,10.22,clear sky
422,Ode,NG,7.7899,5.7117,74.35,90,100,5.99,light rain
423,Hovd,MN,48.0056,91.6419,63.36,27,3,4.56,clear sky
424,Chapais,CA,49.7834,-74.8492,51.55,70,100,8.32,overcast clouds
425,Urucara,BR,-2.5364,-57.76,79.77,66,100,2.98,overcast clouds
426,Bac Lieu,VN,9.285,105.7244,80.98,84,95,7.31,overcast clouds
427,Ibra,OM,22.6906,58.5334,87.73,32,0,4.16,clear sky
428,Sarlat-La-Caneda,FR,44.889,1.2166,77.86,64,16,5.03,few clouds
429,Felanitx,ES,39.4696,3.1483,86.52,63,13,9.35,few clouds
430,Kapustin Yar,RU,48.5831,45.7372,54.3,97,100,3.91,moderate rain
431,Buchanan,LR,5.8808,-10.0467,81.3,80,79,7.38,light rain
432,Touros,BR,-5.1989,-35.4608,85.26,65,82,8.12,broken clouds
433,Myitkyina,MM,25.3833,97.4,70.23,91,1,2.84,clear sky
434,Grindavik,IS,63.8424,-22.4338,52.27,71,75,12.66,moderate rain
435,Cherskiy,RU,68.75,161.3,43.32,72,77,4.45,broken clouds
436,Srednekolymsk,RU,67.45,153.6833,44.29,60,11,4.92,few clouds
437,Faanui,PF,-16.4833,-151.75,80.38,69,15,7.94,few clouds
438,Gravdal,NO,68.1214,13.5031,49.89,57,0,5.75,clear sky
439,Abu Samrah,SY,35.3029,37.1841,71.62,42,0,8.37,clear sky
440,Qui Nhon,VN,13.7667,109.2333,77.81,91,100,5.17,overcast clouds
441,Jardim,BR,-21.4803,-56.1381,69.44,39,4,2.84,clear sky
442,Srebrenica,BA,44.1064,19.2969,55.44,76,0,1.57,clear sky
443,Aksu,CN,41.1231,80.2644,74.7,29,67,6.62,broken clouds
444,Rijeka,HR,45.3431,14.4092,69.51,52,0,5.75,clear sky
445,Bundaberg,AU,-24.85,152.35,69.22,85,100,1.99,overcast clouds
446,Uttaradit,TH,17.6667,100.5,71.98,95,100,1.54,overcast clouds
447,Muriwai Beach,NZ,-36.8167,174.45,59.77,79,14,15.17,few clouds
448,Grand-Lahou,CI,5.1367,-5.0242,80.71,84,99,7.96,light rain
449,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,62.13,52,22,6.71,few clouds
450,Muros,ES,42.7762,-9.0603,72.68,71,99,8.75,overcast clouds
451,Narsaq,GL,60.9167,-46.05,55.62,63,10,7.54,clear sky
452,Imeni Zhelyabova,RU,58.9544,36.5956,39.96,62,54,9.15,broken clouds
453,Kamaishi,JP,39.2667,141.8833,55.24,78,73,7.25,broken clouds
454,Rio Grande,BR,-32.035,-52.0986,62.71,68,56,12.12,broken clouds
455,Sungaipenuh,ID,-2.0833,101.3833,65.61,89,95,1.57,overcast clouds
456,Coahuayana,MX,18.7333,-103.6833,90.64,34,52,8.1,broken clouds
457,San Roque,ES,36.2107,-5.3842,68.83,78,75,8.05,broken clouds
458,Karpogory,RU,64.0019,44.4451,36.5,76,85,9.78,overcast clouds
459,Tevaitoa,PF,-16.7833,-151.5,80.19,73,20,8.48,few clouds
460,Burlington,US,39.8835,-74.6413,70.83,72,100,4.61,overcast clouds
461,Fort Nelson,CA,58.8053,-122.7002,50.54,53,60,10.76,light rain
462,Milkovo,RU,54.7167,158.6167,41.99,92,100,4.94,light rain
463,Agadir,MA,30.4202,-9.5982,72.05,46,12,7.47,few clouds
464,Markova,UA,48.6758,24.4138,52.61,71,48,3.29,scattered clouds
465,Cabo San Lucas,MX,22.8909,-109.9124,87.1,39,0,10.36,clear sky
466,Sakaraha,MG,-22.9,44.5333,68.38,64,52,3.49,broken clouds
467,Aksha,RU,50.2814,113.2867,56.82,44,82,3.62,broken clouds
468,Wadena,US,46.4425,-95.1361,55.15,93,100,6.91,overcast clouds
469,Buala,SB,-8.145,159.5921,79.5,80,6,1.9,clear sky
470,Punto Fijo,VE,11.6956,-70.1996,86.94,60,96,23.02,overcast clouds
471,At-Bashi,KG,41.1702,75.8106,55.54,57,62,1.45,broken clouds
472,Kudahuvadhoo,MV,2.6708,72.8944,83.37,79,99,13.96,overcast clouds
473,Baijiantan,CN,45.6333,85.1833,74.08,44,100,25.23,overcast clouds
474,Sarkand,KZ,45.41,79.9186,59.05,62,19,8.61,few clouds
475,Vieques,PR,18.425,-65.8329,90.84,66,40,21.85,haze
476,Novobureyskiy,RU,49.798,129.8774,50.58,53,90,5.3,light rain
477,Karabulak,RU,43.3036,44.8964,50.99,94,100,10.27,light rain
478,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,19.57,few clouds
479,Abu Dhabi,AE,24.4667,54.3667,91.42,49,0,2.3,clear sky
480,Port Augusta,AU,-32.5,137.7667,50.49,60,70,6.04,broken clouds
481,Xuddur,SO,4.1213,43.8894,80.53,54,93,17.45,overcast clouds
482,Vadakku Valliyur,IN,8.3833,77.65,79.3,82,89,9.06,overcast clouds
483,Mogadishu,SO,2.0371,45.3438,80.13,81,39,18.14,scattered clouds
484,Taksimo,RU,56.3444,114.8794,48.0,78,74,4.0,broken clouds
485,Turbat,PK,26.0023,63.044,90.97,38,0,5.08,clear sky
486,Asfi,MA,32.2994,-9.2372,70.86,75,71,18.52,broken clouds
487,Superior,US,46.7208,-92.1041,67.48,82,100,14.97,overcast clouds
488,Saint-Augustin,CA,51.226,-58.6502,47.35,64,100,18.39,overcast clouds
489,Ust-Omchug,RU,61.15,149.6333,32.36,98,100,2.68,light snow
490,Plastun,RU,44.7561,136.2939,55.74,67,95,5.91,overcast clouds
491,Gazli,UZ,40.1333,63.45,78.39,17,14,14.72,few clouds
492,Fare,PF,-16.7,-151.0167,80.29,72,15,10.07,few clouds
493,Isangel,VU,-19.55,169.2667,76.78,90,100,19.69,moderate rain
494,Puerto Lopez,CO,4.0845,-72.956,74.16,91,99,7.23,overcast clouds
495,El Cope,PA,8.6167,-80.6,73.69,84,100,2.3,overcast clouds
496,Mahibadhoo,MV,3.7833,72.9667,83.39,79,100,14.23,overcast clouds
497,Kuah,MY,6.3265,99.8432,85.17,73,94,13.69,overcast clouds
498,Cherkasskoye,RU,52.4333,47.2167,45.88,78,51,5.86,broken clouds
499,Kijang,KR,35.2442,129.2139,63.37,49,100,5.28,overcast clouds
500,Avera,US,33.194,-82.5271,93.54,34,18,11.68,few clouds
501,Khaniotis,GR,39.9991,23.58,63.36,49,2,2.64,clear sky
502,Levokumskoye,RU,44.8219,44.6606,55.09,75,100,17.96,overcast clouds
503,Fomboni,KM,-12.28,43.7425,80.74,72,75,14.83,broken clouds
504,Iracoubo,GF,5.4802,-53.2011,82.36,69,97,6.2,overcast clouds
505,Weligama,LK,5.9667,80.4167,78.22,92,25,8.21,scattered clouds
506,Haines Junction,CA,60.7522,-137.5108,48.24,47,5,3.02,clear sky
507,Abha,SA,18.2164,42.5053,75.45,8,0,11.5,clear sky
508,General Pico,AR,-35.6566,-63.7568,61.9,24,100,11.7,overcast clouds
509,Ilulissat,GL,69.2167,-51.1,33.82,75,0,6.91,clear sky
510,Guanica,PR,17.9716,-66.908,91.53,69,44,5.99,scattered clouds
511,Copiapo,CL,-27.3667,-70.3333,62.29,44,16,6.2,few clouds
512,Tabuleiro Do Norte,BR,-5.2467,-38.1306,90.03,50,97,9.93,overcast clouds
513,Tamworth,GB,52.634,-1.6959,65.84,58,60,3.0,broken clouds
514,Atar,MR,20.5169,-13.0499,100.96,9,32,11.81,scattered clouds
515,Aswan,EG,24.0934,32.907,94.14,9,5,15.55,clear sky
516,Progreso,MX,21.2833,-89.6667,96.91,51,12,12.75,few clouds
517,Jieshi,CN,22.8134,115.8257,72.23,86,39,10.56,scattered clouds
518,Chernyshevskiy,RU,63.0128,112.4714,40.84,93,100,8.3,light rain
519,Nautla,MX,20.2167,-96.7833,90.54,52,46,15.77,scattered clouds
520,Coquimbo,CL,-29.9533,-71.3436,64.13,59,40,4.61,scattered clouds
521,Luderitz,NA,-26.6481,15.1594,57.04,73,80,11.48,broken clouds
522,Portland,US,45.5234,-122.6762,54.99,73,100,6.91,overcast clouds
523,Kukuna,SL,9.4,-12.6667,88.84,60,90,7.0,overcast clouds
524,Pacific Grove,US,36.6177,-121.9166,76.24,77,0,13.8,clear sky
525,San Patricio,US,28.017,-97.5169,92.12,43,10,20.29,clear sky
526,Cockburn Town,TC,21.4612,-71.1419,80.92,81,60,13.58,broken clouds
527,Cap Malheureux,MU,-19.9842,57.6142,71.47,78,15,3.0,few clouds
528,Wajima,JP,37.4,136.9,60.98,79,94,11.05,overcast clouds
529,Mae Hong Son,TH,19.3003,97.9685,76.26,92,100,2.53,overcast clouds
530,Toamasina,MG,-18.1667,49.3833,71.22,86,63,9.33,light rain
531,Bereda,ES,43.2686,-7.5406,69.42,66,65,5.23,broken clouds
532,Tarauaca,BR,-8.1614,-70.7656,82.81,45,66,2.46,broken clouds
533,Merauke,ID,-8.4667,140.3333,77.7,85,10,11.39,clear sky
534,Awbari,LY,26.5921,12.7805,88.52,12,0,10.71,clear sky
535,Qianan,CN,44.9932,124.0581,64.49,41,4,3.69,clear sky
536,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,14.97,light rain
537,Itoman,JP,26.1247,127.6694,73.78,94,75,13.8,light rain
538,Thinadhoo,MV,0.5333,72.9333,83.75,75,68,12.93,broken clouds
539,Cherat,PK,33.8233,71.8915,73.33,30,83,7.02,broken clouds
540,Ust-Kut,RU,56.7938,105.7672,49.53,65,33,1.41,scattered clouds
541,Yerbogachen,RU,61.2767,108.0108,45.3,75,68,12.39,broken clouds
542,Qarqin,AF,37.4185,66.0436,84.29,25,1,11.27,clear sky
543,Nicoya,CR,10.1483,-85.452,87.78,56,75,2.55,broken clouds
544,Pawa,PH,13.1747,123.7328,77.86,90,45,3.09,scattered clouds
545,Iwanai,JP,42.9744,140.5089,52.43,95,64,2.68,broken clouds
546,Tucupita,VE,9.0622,-62.051,89.19,46,96,5.55,overcast clouds
547,Lompoc,US,34.6391,-120.4579,82.69,60,6,4.0,clear sky
548,Innisfail,AU,-17.5333,146.0333,70.05,93,38,6.02,light rain
549,Sobolevo,RU,54.4299,31.8996,52.81,69,95,10.98,overcast clouds
550,Grafton,US,42.207,-71.6856,55.51,93,100,12.66,overcast clouds
551,Charters Towers,AU,-20.1,146.2667,65.23,77,83,8.05,broken clouds
552,Whittlesea,ZA,-32.1759,26.8244,57.63,68,87,4.72,light rain
553,Sciacca,IT,37.5082,13.0881,70.03,80,0,9.48,clear sky
554,Nainpur,IN,22.4333,80.1167,94.14,22,73,4.79,broken clouds
555,Kieta,PG,-6.2167,155.6333,78.53,83,11,2.28,few clouds
556,Vincennes,FR,48.85,2.4333,77.29,60,0,10.36,clear sky
557,Mana,GF,5.6592,-53.7767,83.03,69,43,6.2,scattered clouds
558,Jonuta,MX,18.0833,-92.1333,99.36,26,58,9.28,broken clouds
559,Iroquois Falls,CA,48.7669,-80.6831,52.81,71,99,10.29,overcast clouds
560,Hellvik,NO,59.9156,5.781,54.77,92,100,3.0,overcast clouds
561,Meiganga,CM,6.5167,14.3,69.76,86,94,2.86,light rain
562,Mahon,ES,39.8885,4.2658,75.76,53,0,9.22,clear sky
563,Rio Cuarto,AR,-33.1307,-64.3499,67.48,17,53,14.72,broken clouds
564,Jose De Freitas,BR,-4.7564,-42.5756,81.55,80,97,4.47,heavy intensity rain
565,Tuktoyaktuk,CA,69.4541,-133.0374,31.59,95,100,4.32,light snow
566,Pisz,PL,53.6274,21.8125,58.93,69,96,6.42,overcast clouds
567,Kiunga,PG,-6.1219,141.2906,73.26,99,60,1.36,broken clouds
568,Bubaque,GW,11.2833,-15.8333,78.87,82,19,18.21,few clouds
569,Mantua,IT,45.1667,10.7833,79.84,57,30,6.55,scattered clouds
570,Siemiatycze,PL,52.4272,22.8623,59.25,68,91,6.82,overcast clouds
571,Ferme-Neuve,CA,46.7001,-75.4493,59.7,38,100,4.36,overcast clouds
572,Andenes,NO,69.3143,16.1194,42.78,81,0,11.5,clear sky
573,Kachug,RU,53.9606,105.8817,54.57,86,54,2.39,broken clouds
574,Nantucket,US,41.2835,-70.0995,53.65,100,100,18.41,mist
575,Koumac,NC,-20.5667,164.2833,75.0,79,2,5.06,clear sky
576,Madison Heights,US,42.4859,-83.1052,76.5,57,40,13.8,scattered clouds
577,Rock Falls,US,41.7798,-89.689,84.87,46,20,10.36,few clouds
578,Nuevo Progreso,MX,23.1667,-97.95,93.54,49,5,15.37,clear sky
579,Udachnyy,RU,66.4167,112.4,37.45,100,99,17.94,overcast clouds
580,Sibiti,CG,-3.6819,13.3499,72.1,90,84,0.94,broken clouds
581,Kilmallock,IE,52.4,-8.5772,58.15,75,58,13.0,broken clouds
582,Port Hedland,AU,-20.3167,118.5667,71.65,100,0,0.0,clear sky
583,Shenjiamen,CN,29.9576,122.298,64.76,94,99,3.98,overcast clouds
584,Marquette,US,46.5333,-87.6335,58.44,77,99,2.75,overcast clouds
585,Kamiiso,JP,41.8167,140.65,50.14,94,4,3.78,clear sky
586,Saint-Pierre,RE,-21.3393,55.4781,73.08,64,0,16.11,clear sky
587,Burton,US,42.9995,-83.6163,74.88,64,40,9.22,scattered clouds
588,Vanimo,PG,-2.6741,141.3028,78.49,87,87,3.78,moderate rain
589,Marsabit,KE,2.3284,37.9899,69.75,53,46,12.01,scattered clouds
590,Kaseda,JP,31.4167,130.3167,64.92,80,100,7.2,overcast clouds
591,Korla,CN,41.7597,86.1469,78.67,15,72,6.26,broken clouds
592,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,41,1,10.98,clear sky
593,Verkh-Usugli,RU,52.7,115.1667,49.19,71,45,4.09,scattered clouds
594,Pangai,TO,-19.8,-174.35,77.83,75,85,16.33,overcast clouds
595,Puerto Madero,MX,14.7208,-92.4215,89.8,70,75,4.61,broken clouds
596,Medzilaborce,SK,49.2719,21.9007,60.82,72,53,5.39,broken clouds
597,Plettenberg Bay,ZA,-34.0527,23.3716,56.26,86,100,8.23,light rain
598,Polunochnoye,RU,60.8697,60.4153,32.32,100,100,6.06,heavy snow
599,Samarai,PG,-10.6167,150.6667,81.23,76,27,7.29,scattered clouds
600,Banting,MY,2.8167,101.5,80.73,89,40,2.64,scattered clouds
601,Tabou,CI,4.423,-7.3528,80.62,82,82,9.55,broken clouds
602,Majene,ID,-3.5403,118.9707,78.78,88,83,6.24,broken clouds
603,Yeppoon,AU,-23.1333,150.7333,71.38,82,100,20.38,overcast clouds
604,Marawi,PH,7.9986,124.2928,70.0,92,66,2.35,broken clouds
605,Penzance,GB,50.1186,-5.5371,57.88,78,94,10.2,overcast clouds
606,Nevel,RU,56.0209,29.9284,49.93,71,98,4.52,overcast clouds
607,Cayenne,GF,4.9333,-52.3333,86.04,70,75,5.75,broken clouds
608,Rudnyy,KZ,52.9594,63.1206,55.63,71,38,13.02,scattered clouds
609,Plast,RU,54.3691,60.8136,46.69,83,84,9.95,light rain
610,Karratha,AU,-20.7377,116.8463,74.39,75,0,5.35,clear sky
611,Sechura,PE,-5.5569,-80.8222,79.56,54,52,13.91,broken clouds
612,Qianguo,CN,45.1171,124.8568,62.96,43,5,5.01,clear sky
613,Pirenopolis,BR,-15.8525,-48.9592,73.81,17,72,7.02,broken clouds
614,Omsukchan,RU,62.5333,155.8,29.88,98,100,4.99,overcast clouds
615,Camacha,PT,33.0833,-16.3333,65.62,88,40,6.91,scattered clouds
616,Kuching,MY,1.55,110.3333,79.02,94,20,3.44,few clouds
617,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,81,20,3.44,few clouds
618,Berlevag,NO,70.8578,29.0864,35.55,60,75,5.75,broken clouds
619,Sibu,MY,2.3,111.8167,74.97,95,54,1.39,broken clouds
620,Mangochi,MW,-14.4782,35.2645,69.71,65,17,1.99,few clouds
621,Melendugno,IT,40.2747,18.3368,68.05,57,0,13.09,clear sky
622,Chunhuhub,MX,19.55,-88.6833,99.0,25,10,5.3,clear sky
623,Marshall,US,34.3834,-86.3333,91.99,43,0,14.97,clear sky
624,Barra Patuca,HN,15.8,-84.2833,86.05,57,95,13.47,overcast clouds
625,Tual,ID,-5.6667,132.75,82.89,76,80,14.2,broken clouds
626,Teluk Nibung,ID,3.001,99.8164,76.95,88,74,5.03,broken clouds
627,Leshukonskoye,RU,64.8989,45.7622,36.73,77,93,9.57,overcast clouds
628,Nelson Bay,AU,-32.7167,152.15,60.01,62,100,11.39,overcast clouds
629,Kamarion,GR,36.8,25.8167,61.09,63,22,36.22,few clouds
630,Mocuba,MZ,-16.8392,36.9856,68.23,94,3,4.25,clear sky
631,Hobyo,SO,5.3505,48.5268,80.64,80,45,25.32,scattered clouds
632,Roma,US,43.2128,-75.4557,60.69,96,100,0.0,moderate rain
633,Aykhal,RU,66.0,111.5,34.34,97,100,11.79,overcast clouds
634,Kirensk,RU,57.7853,108.1119,48.27,74,12,2.21,few clouds
635,Sydney Mines,CA,46.2367,-60.2177,57.49,46,6,13.0,clear sky
636,Boa Vista,BR,2.8197,-60.6733,75.18,88,100,3.44,light rain
637,Nakapiripirit,UG,1.9167,34.7833,69.04,72,100,3.15,overcast clouds
638,Canelones,UY,-34.6444,-56.2886,57.22,62,20,8.05,few clouds
639,Monte Alegre De Minas,BR,-18.8706,-48.8808,63.64,41,89,8.5,overcast clouds
640,Storsteinnes,NO,69.2408,19.2344,50.65,99,100,3.27,overcast clouds
641,Blagoyevo,RU,63.3667,47.9167,37.36,71,100,4.9,overcast clouds
642,The Pas,CA,53.8251,-101.2541,47.35,39,100,13.02,overcast clouds
643,Quthing,LS,-30.4,27.7003,53.44,56,99,3.09,overcast clouds
644,Augusto Correa,BR,-1.0217,-46.635,79.14,95,93,2.19,overcast clouds
645,Meulaboh,ID,4.1363,96.1285,77.7,87,100,3.98,overcast clouds
646,Kara,TG,9.5511,1.1861,86.59,50,55,8.37,broken clouds
647,Macusani,PE,-14.0833,-70.4333,52.43,26,57,8.81,broken clouds
648,Baghdad,IQ,33.3406,44.4009,91.31,21,25,5.75,scattered clouds
649,Arman,RU,59.7,150.1667,35.02,99,100,5.93,light snow
650,Nouadhibou,MR,20.931,-17.0347,67.23,81,89,26.31,overcast clouds
651,Samfya,ZM,-11.3649,29.5565,66.67,59,4,6.26,clear sky
652,Homer,US,59.6425,-151.5483,59.77,59,0,6.91,clear sky
653,Tortoli,IT,39.9256,9.6572,70.74,74,13,3.11,few clouds
654,Talavera,PH,15.6167,120.9333,75.38,92,100,3.58,overcast clouds
655,Yar-Sale,RU,66.8333,70.8333,33.87,98,100,18.39,overcast clouds
656,Huarmey,PE,-10.0681,-78.1522,71.73,75,31,12.1,scattered clouds
657,La Palma,US,33.8464,-118.0467,71.82,83,100,4.61,overcast clouds
658,Coachella,US,33.6803,-116.1739,93.34,30,0,4.61,clear sky
659,Belomorsk,RU,64.5232,34.7668,37.09,71,67,4.65,broken clouds
660,Sioux Lookout,CA,50.1001,-91.917,56.68,45,94,1.99,overcast clouds
661,Khani,GE,41.9563,42.9566,44.17,99,100,6.33,light rain
662,Zhangzhou,CN,24.5133,117.6556,67.87,93,29,1.7,scattered clouds
663,Florence,IT,43.7667,11.25,80.28,53,0,9.22,clear sky
664,Waling,NP,27.9833,83.7667,74.46,50,11,4.45,few clouds
665,Baracoa,CU,20.3467,-74.4958,87.33,67,70,6.02,broken clouds
666,Jabinyanah,TN,35.035,10.9081,70.79,70,1,12.26,clear sky
667,Hendersonville,US,36.3048,-86.62,91.51,58,70,3.0,broken clouds
668,Miraflores,MX,19.2167,-98.8083,80.02,22,14,4.79,few clouds
669,Ambon,ID,-3.6954,128.1814,77.14,94,40,1.14,scattered clouds
670,Cairns,AU,-16.9167,145.7667,73.35,89,100,8.05,overcast clouds
671,Nagato,JP,34.3833,131.2,59.2,59,100,5.53,overcast clouds
672,Anchorage,US,61.2181,-149.9003,59.86,48,0,4.61,clear sky
673,Kapit,MY,2.0167,112.9333,74.53,99,65,1.39,broken clouds
674,Bredene,BE,51.2334,2.9804,67.21,68,20,9.22,few clouds
675,Bani,DO,18.2833,-70.3333,89.04,63,86,11.48,overcast clouds
676,Pietrari,RO,45.1,24.1333,54.75,66,3,3.85,clear sky
677,Tulum,MX,20.2167,-87.4667,88.32,55,12,8.81,few clouds
678,Tampilisan,PH,8.0167,122.6833,75.22,93,55,1.86,broken clouds
679,Kloulklubed,PW,7.0419,134.2556,81.55,79,99,10.76,overcast clouds
680,Sarangani,PH,5.4033,125.4636,82.6,77,36,15.88,scattered clouds
681,Borisoglebskiy,RU,57.2586,39.1508,38.16,70,37,5.93,scattered clouds
682,Butia,BR,-30.1197,-51.9622,60.96,72,61,6.89,broken clouds
683,Ambagarh Chauki,IN,20.7833,80.7167,89.42,38,67,9.06,broken clouds
684,Morant Bay,JM,17.8815,-76.4093,89.71,72,100,13.0,overcast clouds
685,Micheweni,TZ,-4.9667,39.8333,77.68,78,100,10.25,overcast clouds
686,Sitka,US,57.0531,-135.33,51.69,62,20,0.0,few clouds
687,Balsta,SE,59.5671,17.5278,60.98,66,78,9.69,broken clouds
688,Tucuman,AR,-26.8241,-65.2226,69.8,37,0,4.61,clear sky
689,Xining,CN,36.6167,101.7667,50.18,69,81,2.39,broken clouds
690,Sainte-Marie,RE,-20.8968,55.5496,73.56,78,46,13.8,scattered clouds
691,San Matias,BO,-16.3667,-58.4,74.16,23,94,5.39,overcast clouds
692,Mabaruma,GY,8.2,-59.7833,85.96,55,79,7.43,broken clouds
693,Kitimat,CA,54.0524,-128.6534,46.8,89,100,0.87,overcast clouds
694,Caucaia,BR,-3.7361,-38.6531,85.95,76,40,9.22,scattered clouds
695,Mercedes,AR,-34.6515,-59.4307,62.85,36,93,6.53,overcast clouds
696,Kindu,CD,-2.95,25.95,74.1,93,56,2.24,broken clouds
